comparison_id,method,method_version,dataset_id,tier,observation_fraction,algorithm_seed,repeat,timeout_seconds,hardware
baseline-hamming-1nn-rb-918b04409c7d09442011744a,hamming-1nn,1,rb-918b04409c7d09442011744a,n=10,0.03,32bbee422f76f9ac024fa4c19704718f61d375f93d7d0993afdc05df90bd7feb,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-92a2673de1ae079f4b6c56da,hamming-1nn,1,rb-92a2673de1ae079f4b6c56da,n=8,0.10,cbff418152c2046be387b12eb9d5608cf5c4d3c3a12a122184f9b168c281a69a,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-93219fa8b49bcdf42ddbae42,hamming-1nn,1,rb-93219fa8b49bcdf42ddbae42,n=8,0.03,f079268995bbcf7db9a2a4d57a475391a7b1fa159a8ba2660c6252b9b822a3ec,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-961279f465ac6862c5e95e8c,hamming-1nn,1,rb-961279f465ac6862c5e95e8c,n=8,0.03,9200a57dc09fc47aabe832fa381e6637c5e6c9a2f00be5cb616eaf0c4fc84965,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-99d5758dc45e9f46bb7c7152,hamming-1nn,1,rb-99d5758dc45e9f46bb7c7152,n=6,0.03,72caa1385b5a692a73399359c80893e3f01122cdba359ffeec7624392018b1ae,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-9ae437aa12ac5558e0bf5909,hamming-1nn,1,rb-9ae437aa12ac5558e0bf5909,n=10,0.03,053ffd4d7462d6b4ebff1c1c6328c3e8a35664bed3aa52f2618916f67fc5e9f9,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-9d41f09b554b2a0a7e9afe73,hamming-1nn,1,rb-9d41f09b554b2a0a7e9afe73,n=8,0.10,5149efe14a9ebf8429e8f6227cdca2f75d3f6b018259f70b445e081d8de62323,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-9d9cf6aedc13f3c3f3985ec2,hamming-1nn,1,rb-9d9cf6aedc13f3c3f3985ec2,n=6,0.03,1a97cd042c5325e717deb774ccfe6e698f03a2727a8461bc6a50a1ebba57bbe2,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-9dda24d8dae6ff01eb05b133,hamming-1nn,1,rb-9dda24d8dae6ff01eb05b133,n=8,0.10,116ec93d81a1d08ae9190139264b957121ac578176752881fe8f65e85b0499ad,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-9fa091cc69eecd074f9a3265,hamming-1nn,1,rb-9fa091cc69eecd074f9a3265,n=10,0.03,0074b7192a91620d6a5c1d06c599a4a946c7e2c2766dd8db5cf19440d5ca2019,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a08ee6d5800fc34f3a173642,hamming-1nn,1,rb-a08ee6d5800fc34f3a173642,n=6,0.03,45bab19523dd59bd11f302717af49fdfb2b60133ffa3d9316fcc2dd36abef685,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a292b061754b9ec399fee204,hamming-1nn,1,rb-a292b061754b9ec399fee204,n=10,0.10,a3a2b96f33d9ed6b29d80722ec35b06ccdb5774ba256d75c2c029472b9038bf7,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a3d3d46718a11e74a923eaf7,hamming-1nn,1,rb-a3d3d46718a11e74a923eaf7,n=6,0.03,d73e4fec64ca0801e24e52a04f35197e2453cc6753214a7755a2c11a038343c7,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a3d8dde0f98f0fba2c4c37f9,hamming-1nn,1,rb-a3d8dde0f98f0fba2c4c37f9,n=10,0.03,7e27874e97bba41f35e427e754931d17c0ecad8c0b3d43dcff2fde05c4c82f8e,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a665365aad9e616e523ad50d,hamming-1nn,1,rb-a665365aad9e616e523ad50d,n=6,0.03,903beb926148a54845dd3488c3415459aab6ac0be42e5430f3d7f8599df5cee9,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a699d32d613a158375760c0e,hamming-1nn,1,rb-a699d32d613a158375760c0e,n=8,0.10,c650cb261bbcf203abc4ce55ba3092c8c9c6f327ff0393481d0c6aa90edb7f10,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-a79056f9b76778c7a6805ade,hamming-1nn,1,rb-a79056f9b76778c7a6805ade,n=6,0.03,c9b3425b47f9f2c529b95a98e370df0db9bc486a12a7c41343ae68af1bd6491c,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-aa620d73b4f08378aa2ec72d,hamming-1nn,1,rb-aa620d73b4f08378aa2ec72d,n=8,0.10,994b09c04d86ce2da02ca4635dc71ba84847d283df398087645464f1ee9d38eb,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-aab3b4b0e2f395bca14eb96c,hamming-1nn,1,rb-aab3b4b0e2f395bca14eb96c,n=6,0.10,9fdde3d6b3f3882c29b7a0642a9ef2863c3626dc94f79408e486146623c9a96d,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ad58f4d1e7f793cce4deddb4,hamming-1nn,1,rb-ad58f4d1e7f793cce4deddb4,n=8,0.10,aa2d5a8dc5909b51b9e87ba9eb38594dee68b9dcad69bb13181738afea82789b,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ad6a37ad2304f38106ce3b34,hamming-1nn,1,rb-ad6a37ad2304f38106ce3b34,n=10,0.10,add44f4498fed044a882ef3696c352761e3eefd8af7370bcf1c128460dae0965,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ae80aefc8c7f412e271e4ede,hamming-1nn,1,rb-ae80aefc8c7f412e271e4ede,n=8,0.10,28c8161490435c0bfc83a740c64d9977861875afe41776b3d0bb38719f9226b7,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-af8442befaa768babc458efa,hamming-1nn,1,rb-af8442befaa768babc458efa,n=8,0.03,98ebe27f84825f77e3f2ea0e5f1b20ccb4f80c46cfbb7a97c3253132118bb3e5,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b28a8b00fa5d0909ab8309a3,hamming-1nn,1,rb-b28a8b00fa5d0909ab8309a3,n=8,0.10,48c6ec20c0736e4c52463cf2255eaf071dd7caeb8acd2675c9c1a4b4c6678d2f,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b385a9a870f34a5f88bff2f0,hamming-1nn,1,rb-b385a9a870f34a5f88bff2f0,n=8,0.10,a5f7b6667e2d925b2771d5234d7a6db191591e7ebdf0cb2132b5b2a4a10326bf,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b42893f80eeb79e4831e318a,hamming-1nn,1,rb-b42893f80eeb79e4831e318a,n=8,0.10,8e906e3bb06451413bcb918745333145dbac0db6086c0c5ad6f3c7189cded9d8,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b44fea7174f38ae31ba766ce,hamming-1nn,1,rb-b44fea7174f38ae31ba766ce,n=10,0.10,fa84b64963eb0c6b10a9dfca65ffcadb8af221f3868f115e59a213463913bad2,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b495f9e5e167dc77115fc6af,hamming-1nn,1,rb-b495f9e5e167dc77115fc6af,n=8,0.03,802e188c87f2ea091bbe82b2674b77a874c450b6171ca21f6737b653e1873398,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b499fd407e703b79afa93969,hamming-1nn,1,rb-b499fd407e703b79afa93969,n=10,0.03,f532ade3166c09b7b58b9063d9a8904e8dbbaa8c56d7c7989268d109a41cd245,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b777e71acd36609444247412,hamming-1nn,1,rb-b777e71acd36609444247412,n=6,0.03,9688d926aa476f31c9dd973e47e1fbe1e21b0582480cf362c8b0599295c4ba55,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-b78b8bc49c1e422bc4a37d23,hamming-1nn,1,rb-b78b8bc49c1e422bc4a37d23,n=8,0.10,13da9bd21e6fcfe17b13f239a87c7d382149137fc9b93d98c8dfe9f6d4145d48,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-bc6f03369769dcbe9cf84ae2,hamming-1nn,1,rb-bc6f03369769dcbe9cf84ae2,n=8,0.10,d57b063c4fa10e957cf1572759212ddccbfd6407c1149453236876056d1d25da,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-bdfa79ef58fc487e96f0cc61,hamming-1nn,1,rb-bdfa79ef58fc487e96f0cc61,n=8,0.10,edea4ea46193192c58f862bffbae5c17dc0f39b7c879c64b313375441f05209b,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-c181f83ea49a53a5b8b1c557,hamming-1nn,1,rb-c181f83ea49a53a5b8b1c557,n=8,0.10,9c395a6eaa71aa40d11d7ee79255134144b8a0b524b1ebe94943d040065ecda1,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-c3d4a67e9970717cacc5e220,hamming-1nn,1,rb-c3d4a67e9970717cacc5e220,n=10,0.03,b09fff1948f6a6bb5ba245686e65041e285c2514235ac85321e2ed3e0fff7b57,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-c62791a56ffb5ad37f814481,hamming-1nn,1,rb-c62791a56ffb5ad37f814481,n=10,0.10,85eb13b3de22cd7277b94d573aeb20ed256107b4cfd3834b2edec6118c918794,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-c8cad33a39d9208f1e3c6d46,hamming-1nn,1,rb-c8cad33a39d9208f1e3c6d46,n=8,0.03,2deccd3827ac2a5404f71d516e35de2572d61c1ce13be5533fcb9c6083380782,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ca09e6aa54e8138a3fad9150,hamming-1nn,1,rb-ca09e6aa54e8138a3fad9150,n=6,0.03,cba52b812eec93f9fd4a462af4efddd026a4dd9c703d3972b3087c39e0045e16,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-cae13d1a65a3d7f27ae8a2e7,hamming-1nn,1,rb-cae13d1a65a3d7f27ae8a2e7,n=8,0.10,6477d7b1f1dcc0d93a4e798bcfcd95d3b98aa2524f1492bcd63b590db7e5f352,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-cb4e285feb19cd3a29caa0bb,hamming-1nn,1,rb-cb4e285feb19cd3a29caa0bb,n=10,0.03,3063fa6f987775564e7740241c72e9af7a9089640dac4323ef296e8ca531bb4a,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ce2561fc9d626b5533f00d4b,hamming-1nn,1,rb-ce2561fc9d626b5533f00d4b,n=8,0.10,80605d4f951d0d6cea9358913b7ec054527ebfbc0234a534bd5ab496b49219a3,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-cf25a5b1d5a8efafdd51bf7a,hamming-1nn,1,rb-cf25a5b1d5a8efafdd51bf7a,n=8,0.10,161d3a8653fc846101dc3f1a7b481b316e6acf5c9f14219224b9f2a8915c3d2c,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d11f3d57feee2dfbe5970d16,hamming-1nn,1,rb-d11f3d57feee2dfbe5970d16,n=10,0.10,f335eb6c37f4d150f428206d8807a412b4339116d6df3b12ab6c828323abae88,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d3a3fd239d073e221b859112,hamming-1nn,1,rb-d3a3fd239d073e221b859112,n=8,0.03,8d57b462428ba66c15a4699ddde0ab2e9086a639ae50931ef6ad0faaef296a70,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d44fdb6f8ced96973e63d5c9,hamming-1nn,1,rb-d44fdb6f8ced96973e63d5c9,n=8,0.03,e5524b8beecde65bd027241a71d0a844818a43aa9eade4540e3605a32210a8d3,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d4de8ed72667045da16e77c3,hamming-1nn,1,rb-d4de8ed72667045da16e77c3,n=8,0.10,4fa54b9fb266f55830e8d1941ca128f4d943e69a9d75973e19f6b9185f2df0be,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d51745e1672aab89b27c4254,hamming-1nn,1,rb-d51745e1672aab89b27c4254,n=8,0.10,ca43d6eb175a55a3cb961f8f2317aaa5feb8db907adcae54d910c1b72595430c,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d5f24d6cc8053f86fa9897f0,hamming-1nn,1,rb-d5f24d6cc8053f86fa9897f0,n=8,0.10,ed1bb7d7bea2167a3c0103e5c404c3afecb4b50552d1c12384e7f46a0c791975,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d8a69dcafa42777542dcdc1b,hamming-1nn,1,rb-d8a69dcafa42777542dcdc1b,n=6,0.10,22446e91ff4d2bf20ff9a011b2a9fca6020de665fd2f79fde039777130a5fd4e,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d93381df1cb13c6f89afd46a,hamming-1nn,1,rb-d93381df1cb13c6f89afd46a,n=10,0.10,86b42cb3ab51d82a2cd847fb15828ef32c05e3bc8b4ba93d8dbd2a173b8a5925,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-d9784ddeba6397cbfb8787d0,hamming-1nn,1,rb-d9784ddeba6397cbfb8787d0,n=10,0.10,060faf44fbf643da52ae46a92d23136b173b427564b58b31d3992747fa421929,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-da7374cb0fef58164fa655aa,hamming-1nn,1,rb-da7374cb0fef58164fa655aa,n=6,0.10,f9a5aa9ced2f802ab81236842f856d229130c35a8a4a74fdb2111c975fee10e5,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-dd9a932a31514f3ab3757fd1,hamming-1nn,1,rb-dd9a932a31514f3ab3757fd1,n=8,0.10,8cd4efd8a7924eb11424fe4e038f4a63582a2fd8d81c8e98c7616a573c03d43e,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ddb55b9fe17affa749f56c09,hamming-1nn,1,rb-ddb55b9fe17affa749f56c09,n=8,0.10,629e779d27e16460b795d0d90f6ed08f0a06e3357d577e9fb6f2cf0fda15338f,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-de5e721f60d53acf293decc4,hamming-1nn,1,rb-de5e721f60d53acf293decc4,n=6,0.03,1f99eb777196941f188e45fbd999c58a2b0eb9a39346ca96e02a6d53eddb67cd,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-dee3433466a3a139da006801,hamming-1nn,1,rb-dee3433466a3a139da006801,n=10,0.10,35353c75adb7da1fe59d4d86addd86c96b36585b60ac380c8e2fe1acc0be9ee2,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-df511c77d2186aaf6e9b3444,hamming-1nn,1,rb-df511c77d2186aaf6e9b3444,n=6,0.10,0b4023615519755dd35ae087b8e28d628b39c05d794361edb1ef76dea55a7ac3,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-dfe6f739b9f05b2db0e432d0,hamming-1nn,1,rb-dfe6f739b9f05b2db0e432d0,n=6,0.10,c545c36cf83e432287f02407290b4f2ffec35261bdd94b089d6e619aa97cba72,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-dff2ed271f2b0f28a1485645,hamming-1nn,1,rb-dff2ed271f2b0f28a1485645,n=10,0.10,d8655b06d8e46ae41fa502318c644967c72d7f99654eccaa669d8485302a71e7,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-e5a36a28ad8bc492ca3bb36b,hamming-1nn,1,rb-e5a36a28ad8bc492ca3bb36b,n=6,0.10,b402998b3e01e0d185d5448a25d4e78cef55663cbd92cb847a9ca5b5362f03c2,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-e70a5006cb53f89948ccfb48,hamming-1nn,1,rb-e70a5006cb53f89948ccfb48,n=6,0.10,be0e42d5af5d98f2d17d97d8f70c4e5a41df1f5e579a7ffafd2d621845006514,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ea0e8e07f4837fb7e92a0d7c,hamming-1nn,1,rb-ea0e8e07f4837fb7e92a0d7c,n=8,0.03,5224d5434842f582fcb25f74a025eb42143491db820eab425cce91e37933d9f9,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-eaad9920b59bdac7127249d2,hamming-1nn,1,rb-eaad9920b59bdac7127249d2,n=6,0.10,e5a652a408863ae1ea52ea29806ac710f4c2cafc34166f9ee26a060dd29d62ad,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-eb6e814a34b99edfa0a39ab5,hamming-1nn,1,rb-eb6e814a34b99edfa0a39ab5,n=6,0.10,5ce4fec1d212e81a3e07e0d55c9a2176d4bc0225e3c19cb24b7b6ba2b4ad97e8,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ebb37e26365db169d5f39bd9,hamming-1nn,1,rb-ebb37e26365db169d5f39bd9,n=6,0.10,962d14356dc40e7bb78e327abfa3af367b1d65148c959e737cccc171eb58e21e,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ebf43d4b89a771015286685c,hamming-1nn,1,rb-ebf43d4b89a771015286685c,n=6,0.03,8165cb98a1153d9725940cb7466a33a83c95140519df6e6614d350c239399376,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ecff5200c3b531f997f12713,hamming-1nn,1,rb-ecff5200c3b531f997f12713,n=10,0.03,cff45d95a8664f22c1996906fcf912cde36af06dbb7350fa5c4a7b69f3d4060e,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-edf0892ea4bdff611a39379b,hamming-1nn,1,rb-edf0892ea4bdff611a39379b,n=6,0.10,d11393a9d514db39c5c3068adc0022c977946aac0208dec3cc983ba8d1b1ace2,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ee420544ff18367bb2330f12,hamming-1nn,1,rb-ee420544ff18367bb2330f12,n=8,0.03,82ffcf82d74273b67ac515e3d05343eda37e8050bfde0085d507e7fa97d334bb,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-f0973fc57413120dd35c3cf3,hamming-1nn,1,rb-f0973fc57413120dd35c3cf3,n=10,0.10,0f9339a6d6f53e32bca95f3408d776bcacc7d2e23b848c95f6030204db8281a6,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-f3170afa9e9a6a58a21fc775,hamming-1nn,1,rb-f3170afa9e9a6a58a21fc775,n=10,0.10,a7ffdc439a0be989c95cb310c41c0525ed6d7085cacb40e71db1835143a463f4,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-f35e309e72323de1d52b26d3,hamming-1nn,1,rb-f35e309e72323de1d52b26d3,n=8,0.03,9b032856820b1197753f71e4384a5e9987612b97aa0e891553309c33bcad60e2,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-f6fe818608a9f07a5650f67b,hamming-1nn,1,rb-f6fe818608a9f07a5650f67b,n=6,0.10,bb62306ba1a2e69954e23f55a7612c6e231b818c91d61fb28cecf5ddb0c73d1f,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-f7b917399d43255908f83fe0,hamming-1nn,1,rb-f7b917399d43255908f83fe0,n=8,0.03,4f6efd99a88cad5edf108eceecef7717dcc4b7cb8c7119d3311c84ecb7d15a7a,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-f99977e14ac185a4f39b7826,hamming-1nn,1,rb-f99977e14ac185a4f39b7826,n=6,0.03,d0cb52c592736a5b5b54b6ff91af5ce3a1212d1d74441d4cf2db6697e0e8f5fe,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-fa01cccafcf5efaac6c2617d,hamming-1nn,1,rb-fa01cccafcf5efaac6c2617d,n=6,0.10,e434c50130edd4fe92f44621e0616d6987ea0c7b1798cc1305e202f237662dae,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-fad29e6bdd20af2706d464db,hamming-1nn,1,rb-fad29e6bdd20af2706d464db,n=6,0.10,8655611849db41ab74e6fefeec80beb81f0131f7f778bb8ca76bb168e3b76a00,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-fb07bf488d996e2fe00868e9,hamming-1nn,1,rb-fb07bf488d996e2fe00868e9,n=10,0.03,8a6ead4084d6ee799510de5176e4ab3b22bcf0b34b6727c88adbe88e65a38347,0,300,local-darwin-arm64-rust-1.93.0
baseline-hamming-1nn-rb-ffdd7ac81f62fe6e722330dd,hamming-1nn,1,rb-ffdd7ac81f62fe6e722330dd,n=10,0.03,c3f2eeb55013b8b9bd4797478db30116b833b444ecc52f966891f5a6c5d38793,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-0117e91caa7937aca59df6c1,zero-fill,1,rb-0117e91caa7937aca59df6c1,n=6,0.03,54f36faa14af5c4c1fe7ce322b3f00660cecf907a1308ebfb41c29093f947898,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-0274a5c12342c7065766e77a,zero-fill,1,rb-0274a5c12342c7065766e77a,n=6,0.03,8f4b3025c390d0fadad7cde44f619d6efc53fa4e8c0cd7ddcaf4d6cd1290d22e,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-02b9216b5509b0c63476ab47,zero-fill,1,rb-02b9216b5509b0c63476ab47,n=8,0.03,65764580591cee333e3c229d420099c51cdfb258de97fa8eab23b2b70deec800,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-050951ac38824143ce2846d3,zero-fill,1,rb-050951ac38824143ce2846d3,n=6,0.10,670b2aee6bceaa2e20ad244cbee04a33aae67069d1f8fbc2b53b6899930e082b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-060a500319293ea9ff6a722f,zero-fill,1,rb-060a500319293ea9ff6a722f,n=10,0.03,7c9a874bcfd81802b6ffd65ce3ce140eb5f4fbb325d1a9e43075df912bac3b3a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-076a5ca8b61b16257600e416,zero-fill,1,rb-076a5ca8b61b16257600e416,n=6,0.03,a20c54875c36a10bd48f27a76fe856e102bbd45d2ce8e12784ff0fc28769c106,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-092b576c54435c14f2e65649,zero-fill,1,rb-092b576c54435c14f2e65649,n=10,0.03,f56737632903356dffc9fb298085eab6eef813d46ad4b90c8f8bfc001b98d7b7,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-09d9ab2a1804f100bd99495d,zero-fill,1,rb-09d9ab2a1804f100bd99495d,n=8,0.03,1d20f3436c04a67de95e9194498363b91ebd2855552a72082994105b44064b89,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-0a3aa86646da4c10c7cb7023,zero-fill,1,rb-0a3aa86646da4c10c7cb7023,n=10,0.03,7169722c0a7e321bbb19f64c251401e03e55c03d98b621de15bee379dc6db4ad,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-0d5c6fd7e6953967f50dc188,zero-fill,1,rb-0d5c6fd7e6953967f50dc188,n=8,0.03,4ccd8679d0295fc0507677f33f28cd213f55ad743ab8bad1ca89697c3d8f3a20,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-0fe835d0d2d6d26d81332cbe,zero-fill,1,rb-0fe835d0d2d6d26d81332cbe,n=8,0.03,e03926767f6b1596731fcb88aceb73912c250e0dbb7776bc234d2e590c44098a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-117759b024bb7b144ef06c29,zero-fill,1,rb-117759b024bb7b144ef06c29,n=8,0.10,37636d09d7e8a9e6188e46cfd806bb5a5e6566750098a4ab1107b31b99e25b73,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-13d99205de52949530ca15bd,zero-fill,1,rb-13d99205de52949530ca15bd,n=8,0.03,8cbccef8c7945cd269f1ebf0b59b481a37003981022b7a3dff9a399f6ea7a6ee,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-14a91e81dc5548b0701c5985,zero-fill,1,rb-14a91e81dc5548b0701c5985,n=6,0.10,9c00890cf1df445c5ad0e9de2cbdc540835ea011f5702dc73cb14ab59dfa972d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-14ca0c1f98006ecdb7c8bb7c,zero-fill,1,rb-14ca0c1f98006ecdb7c8bb7c,n=6,0.03,3cc79c3d7df6ab81c5e8bc1e071cd177e3f6cb46f05f850e79a631f7dd885daf,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-15689b706e2610c73d3e794b,zero-fill,1,rb-15689b706e2610c73d3e794b,n=8,0.10,1f84dd52984d67a2692896212e2d10b8c67bf2fea4e3690d00db6c5262aab8e2,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-15b7e9eb71ec4b6b30a45f8e,zero-fill,1,rb-15b7e9eb71ec4b6b30a45f8e,n=8,0.03,a06e84a1292fd88c3bcb970c70831a78a4d4ee52cb2710f58d2e4a6ed4f6c802,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1766c892615f21adb7d60f30,zero-fill,1,rb-1766c892615f21adb7d60f30,n=10,0.10,741e70366d4a7ad7d6065ea62398d65dc57718888f5f777aeea620c25500f174,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1779b898a18c8f1da3be594f,zero-fill,1,rb-1779b898a18c8f1da3be594f,n=6,0.10,923f01b72b74cd6c3b01879fa6ed03904afc4766285e1fc8a7eeb714207bc24d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1924b4b8ee06065726e812a9,zero-fill,1,rb-1924b4b8ee06065726e812a9,n=6,0.03,a0b173cf5c9554051813c59c301bbfa8d9ffaa9e8977fd33fd8eaae5ddf973b1,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1a5b733d623782da0017e1e9,zero-fill,1,rb-1a5b733d623782da0017e1e9,n=6,0.03,7f34e944e55f58887765ab5aa2d20bf57ead682e5d929d604b31ece162b39910,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1a99bb2a23f5cd3c954e1e23,zero-fill,1,rb-1a99bb2a23f5cd3c954e1e23,n=10,0.10,b978c1a3d07d484120d4dbd15e971e40909fb60e6603457349fc7e2e53e3941c,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1af2ce8f2e432428515d1ee4,zero-fill,1,rb-1af2ce8f2e432428515d1ee4,n=10,0.03,17727dba0749b86f7e603735a5d8732c7bb24b9500ccbf9e58e7379e8ea02275,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1b538d267fb991e836c57310,zero-fill,1,rb-1b538d267fb991e836c57310,n=6,0.10,3bc0a620c0852aa80cbf802b327cb355b6a0f6c44387e480f7b9250c2db4553e,0,300,local-darwin-arm64-rust-1.93.0
