comparison_id,method,method_version,dataset_id,tier,observation_fraction,algorithm_seed,repeat,timeout_seconds,hardware
baseline-zero-fill-rb-1bc2093b0dd683197fa1c7d6,zero-fill,1,rb-1bc2093b0dd683197fa1c7d6,n=8,0.10,6cda94221dd43e37f9900ac0eeb65252f23930cde4087ee84763cd2ea1bb4303,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1d2b7c326bf4d7aae1539543,zero-fill,1,rb-1d2b7c326bf4d7aae1539543,n=10,0.03,41a69b1c698cc39032cb80f2c5c81d7e09e9982dfe155648f861e48457580491,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1de90e7d72c95ddf2cd133dc,zero-fill,1,rb-1de90e7d72c95ddf2cd133dc,n=6,0.10,4c53075b0f5afcca09f24ae5e8a404a2376dec830c5bad41b96128f4379d8c9a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-1e3ec4fe767cf5226fc11dab,zero-fill,1,rb-1e3ec4fe767cf5226fc11dab,n=6,0.10,ce557208cdc9c2b300cfccd20ace0276d72e82661d51bef301fa03cca845431c,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2042e0caa560d9896607574a,zero-fill,1,rb-2042e0caa560d9896607574a,n=6,0.10,a73536ec8dad85a096143ed5f059043a3aad143ffd6100feed9dc19bcaf927d4,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-23c89a6cd4ba45e798554906,zero-fill,1,rb-23c89a6cd4ba45e798554906,n=10,0.10,ab80da53425a708422f7541d19db25dd7967d58b77582340bd1e2c5185be34a2,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-248ca2bd6fb2f7b1aa8207c3,zero-fill,1,rb-248ca2bd6fb2f7b1aa8207c3,n=6,0.03,e46d3f63bfa0fe6d5a5f75c8138ec390f891552c8aba422a501ea089f5d42298,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-24bbea5e3db7ab3e28efdb86,zero-fill,1,rb-24bbea5e3db7ab3e28efdb86,n=10,0.03,3f241e6ee093d24b177fd44e656f0d45d9292d26d0f695d8dd10ff99be7a92dd,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-25f398b37a055417dc70658c,zero-fill,1,rb-25f398b37a055417dc70658c,n=6,0.03,e0830e5b4dde8927ded85ae856e67964f0d072a998e2967a88101fa9c09832dc,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2722adec8ee89de1f5c7031d,zero-fill,1,rb-2722adec8ee89de1f5c7031d,n=10,0.03,c59c5e90a0a29e03c4fcd3419536a43e5717f8964c88214342a6b11e664dc1d4,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-27735c4093013a8e883f18c7,zero-fill,1,rb-27735c4093013a8e883f18c7,n=10,0.10,ff1ee8990b339117417363c9d3aad92d1a874024651b2814255c5ba883ece8f9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2b69459c6c580d992d8390d6,zero-fill,1,rb-2b69459c6c580d992d8390d6,n=8,0.03,604b538370d12798875cb30367a3fc861d3be49ff5fb15a97e0d505e6050df3e,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2c379dd8780237cd75d45116,zero-fill,1,rb-2c379dd8780237cd75d45116,n=10,0.03,2e6df438b85a1c1875a09daee33d37cbae8a4d38fef7a9c92b78a07768706e79,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2d07e7bc58d6be2d0a700776,zero-fill,1,rb-2d07e7bc58d6be2d0a700776,n=10,0.10,306f73d4bf66c5f8f1942d07c28a16f84be1e7ff3da0c6fd3f5403d4e9fdbce8,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2dc59903e98cc8f52bbfe6a9,zero-fill,1,rb-2dc59903e98cc8f52bbfe6a9,n=6,0.10,5cf2a33d4f22b8925762e3f771a1b7dfa6839e82b731f1923905019e99a5abfb,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-2f75f8de4356c0bbaa183c7f,zero-fill,1,rb-2f75f8de4356c0bbaa183c7f,n=8,0.03,f53637d296c72116c6e82f3adb7e1b13174e377113bb3c3fdc0bb83543e29c0c,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-30a8038e047365edb4e04fcf,zero-fill,1,rb-30a8038e047365edb4e04fcf,n=8,0.10,3648775b84c4058f50ab8b8070cd1fe3c3314b2958a7cc29812ee50426030051,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-3170fd0f1daa615f07901d79,zero-fill,1,rb-3170fd0f1daa615f07901d79,n=8,0.10,0ac4db02319d20030579ac574d7515627461b3837b20baf909f53e3f99a1a73c,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-33c2d056652ee6d519e1d786,zero-fill,1,rb-33c2d056652ee6d519e1d786,n=10,0.10,e15a38b3eee01c95fc7347aac6b7bfc7690cadb5948551c302a8271e0aa93eea,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-3476889ee42e473a00c9f904,zero-fill,1,rb-3476889ee42e473a00c9f904,n=10,0.03,22817f6b55df09386cca92545cec5d206c46ce2f9fdfd17e8bbc9050e8f286ad,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-34d43726af1d8975f6013896,zero-fill,1,rb-34d43726af1d8975f6013896,n=6,0.03,3b3e28c32b632bb8759565b6bc0578c75fdd108452aa98a4a8aa4134d0f595d6,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-36c3868d223c044d5460a097,zero-fill,1,rb-36c3868d223c044d5460a097,n=10,0.10,5c780262dd58db2055507cd22e33ddf18fb441d95feedd2d5ca0eb0ef9795f91,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-3742b483d23d4d9ada24d7a9,zero-fill,1,rb-3742b483d23d4d9ada24d7a9,n=8,0.03,0bf46a6d6caf6c7f7f0ef02b0669795591dd7f80f2f276996ab8c879f48ee44d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-3ad2e57491a27f922575c669,zero-fill,1,rb-3ad2e57491a27f922575c669,n=10,0.03,be790c9a55138b4dcbeb5bfd7e6a009102cb13c5d6f9920eed19a26e2e7bf203,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-3c7396616b7689836c09a80f,zero-fill,1,rb-3c7396616b7689836c09a80f,n=10,0.10,04e14d5a2fd7ded17a72949d12adbd21b8cd6cd696c5da193021d5a22b56707d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-4074bf1a6c5bf8107c00bde0,zero-fill,1,rb-4074bf1a6c5bf8107c00bde0,n=6,0.03,deaadce500f15b07bb42c8bb867218b3905ef6306d9be84eb0693c539b15cf99,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-42d3a6d0a70e02331aa445f7,zero-fill,1,rb-42d3a6d0a70e02331aa445f7,n=6,0.03,7ff1735f3e4c9c538756d12d626962e1abb8f3bbf3f3ea437310a50214bd264c,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-45b7b05830698df48bf432e0,zero-fill,1,rb-45b7b05830698df48bf432e0,n=6,0.03,5d5c9482e6cb91591a148e4631addce35738aa9724dcec747846502a559ebe39,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-46e0fa82d6bdb1693a50bab0,zero-fill,1,rb-46e0fa82d6bdb1693a50bab0,n=8,0.03,0a43d7d1cec1e3b91aa74950a69df97e757fa6f05966e59e8f8ce434f24e4a38,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-47ee837174000d4b6cf73ddd,zero-fill,1,rb-47ee837174000d4b6cf73ddd,n=8,0.03,12d3e1b56c33f6740b78cc5c45e911432e488abe8f5aca092466bffbc24abac1,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-4a2b81bf891680da65698507,zero-fill,1,rb-4a2b81bf891680da65698507,n=6,0.03,088520514cd762f6d1ed5aaea98946cb00623193a0f9e88a88fb699d5e8f8f03,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-4db9763f09ec3ff5ca13ec5f,zero-fill,1,rb-4db9763f09ec3ff5ca13ec5f,n=6,0.10,08d477247f2ebf5fb09b557c8bc026fe7bba7ecc9843169477c925db57c8987a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-4e3b0d8c8a422a7bdbcc047f,zero-fill,1,rb-4e3b0d8c8a422a7bdbcc047f,n=10,0.10,0c06799d5d1dfd5b90dd8a4f5334dbce73f7ec239d16b6cf420fb800d948ee8b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-4e45e6c48e13bd99b0c038c4,zero-fill,1,rb-4e45e6c48e13bd99b0c038c4,n=10,0.10,c86b71b829431e5908829f00e1a011ed0ab16fbb9fdac06a9b10437839f07662,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-52160a71cc3e8c940a761f0e,zero-fill,1,rb-52160a71cc3e8c940a761f0e,n=6,0.10,2625fcf81b9409a58526d05d731a6b8161cf78cf63d0a7d7d026e420ba4d679e,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-52b83d4c96f175c6680aedd4,zero-fill,1,rb-52b83d4c96f175c6680aedd4,n=6,0.10,fb8223ba5416010bbe31cf9a2a07d5ff182bb6245c6f14d6adaeae1bedb16dcf,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-52d6b7787fe1330c4c06df59,zero-fill,1,rb-52d6b7787fe1330c4c06df59,n=8,0.03,46191d11cd6594b97a4ddc09302c8d0358d517c8be1f33c51970fae82f1f6700,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-5479856cca5a461b720d76ff,zero-fill,1,rb-5479856cca5a461b720d76ff,n=10,0.10,0d27949dbced61fe7e85a6e2fb72be04f898604509def4c8fa604695c9c97fa9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-5524a87922df9afd8e74522f,zero-fill,1,rb-5524a87922df9afd8e74522f,n=10,0.03,b12c40cac13fe8d1d1cf397b305d00d2ad666c51f3c28e7c244a05774db2664a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-55aa0b76edfee8d3c3faf8ce,zero-fill,1,rb-55aa0b76edfee8d3c3faf8ce,n=10,0.10,d2379bc237bfde200c10dcdd09c29b1f2550a79d2bc8851d7d8e9248f9b160e0,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-562fba2fff524fd52841cd17,zero-fill,1,rb-562fba2fff524fd52841cd17,n=10,0.10,a869e8428765ca7bfb93532817ee55dadee5f92bcc2df1eb2613aa22ca628a5d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-56df09f62aa720e2ab777720,zero-fill,1,rb-56df09f62aa720e2ab777720,n=8,0.03,047e733364d3b4154609412607bba8a34b9ad3b70eb1bc5e74c95a19cdcde0fc,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-583618e0174afc8ead26f601,zero-fill,1,rb-583618e0174afc8ead26f601,n=6,0.10,c0677b89a33762a4fd975eeaab34ecb488ed092bef9082e8f09f89b12352d004,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-58d356300a851194131dfb48,zero-fill,1,rb-58d356300a851194131dfb48,n=10,0.10,241f4ef2f8b65bd3bc81a183866c08b77fd90f71fa92189470f931961073fffc,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-598e6b46f5efe8412ed82ae3,zero-fill,1,rb-598e6b46f5efe8412ed82ae3,n=10,0.10,7fd9afc6aaa73db7d40a098b3a175173ec24584e696d46657e92b7339bf42220,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-5cb628f7f2e05c9f49b5c0fd,zero-fill,1,rb-5cb628f7f2e05c9f49b5c0fd,n=6,0.03,17c221a81906ed0df2b0a8dbbb366bb6d2ff69c481fc86d5098bb407f7d779cf,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-5e4326eb465919cf2ce0a6dd,zero-fill,1,rb-5e4326eb465919cf2ce0a6dd,n=8,0.10,55b3a65768fb21f9849ecfabed6ac8b03282b1f6977c478e43c6614407dbe0c9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-61d85cef20ccb754e82eadd7,zero-fill,1,rb-61d85cef20ccb754e82eadd7,n=6,0.10,2c2ddead7feaf8f3872b28ac83d3d0f4ed11e011f1d9d1d0efc11d58cb41c4d6,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-621fe8e8cfa270341b47651f,zero-fill,1,rb-621fe8e8cfa270341b47651f,n=8,0.03,7825faa07797b34aff3b9095ba45035c4f8821c02d29bb8baade1f03e70129f9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-628af795b3fc21b4d2388e8b,zero-fill,1,rb-628af795b3fc21b4d2388e8b,n=8,0.10,53f84804097e235ef7617844908dadd843c259ff192a7a12cb0fbdd29879163b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-65bdd00efbfd2428f2bd5865,zero-fill,1,rb-65bdd00efbfd2428f2bd5865,n=10,0.03,8d8b0f9b161b2a7907af711eafefeda41d55e2cf0272e944e59fe468c300b855,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6602b70b59671b84247eed51,zero-fill,1,rb-6602b70b59671b84247eed51,n=10,0.10,79522a0770204c6122730932b0520e0da13861034a5fcece2884b7c4624c2e9f,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6607ba3c69d513dfe4362efe,zero-fill,1,rb-6607ba3c69d513dfe4362efe,n=8,0.03,0089eedf3afb3ad8f6f1b82a4543f800103e21e82c1671ba446d18027b00c7f1,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-661eb632c04cd1b29106c0dc,zero-fill,1,rb-661eb632c04cd1b29106c0dc,n=6,0.03,1973ff43e149bcbfa4a49e85257506066e9c72004da10ebdbe053dee7ea08378,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-66fa68e03e01d10b110a0de5,zero-fill,1,rb-66fa68e03e01d10b110a0de5,n=8,0.10,5a2955f2f3222b60365185c3aeeed25e9fef92bfc1b2bc7eb191d2c38c0ae1fc,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-675a716ff820e084498fab70,zero-fill,1,rb-675a716ff820e084498fab70,n=6,0.03,a65bb4b50be444fb3dc734f201ffa1880ff1b0aa271ded6203cce3527dca0576,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6a9a36eaf506f9948fc95bbc,zero-fill,1,rb-6a9a36eaf506f9948fc95bbc,n=8,0.03,4839d753812f68b22815ceb0f7ba1097a995f173f0d90111e4ff9f20a95b5370,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6e7f9ffa039b1c0f6b1acdda,zero-fill,1,rb-6e7f9ffa039b1c0f6b1acdda,n=10,0.03,ab09a1d0a401502e1d5029c2daf7031c7707322f1f22051ad6b769ed46e0f12f,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6ecda868565d52a951bad25c,zero-fill,1,rb-6ecda868565d52a951bad25c,n=6,0.10,cb1a33a709aa22ab248c19dc15906c00b0c50b9c9b6cff4a24d8d344d548963a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6f29cabf65f90a2d137ce986,zero-fill,1,rb-6f29cabf65f90a2d137ce986,n=8,0.03,a0db73da66b7a62f610960b4486ba8af8f34e4d0cfb1fb6f0411af34bafdcd2a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-6f3b43783b7a144255e1f8d5,zero-fill,1,rb-6f3b43783b7a144255e1f8d5,n=10,0.03,13a73ad6228086dabd59a092b23db6f792a6188ff131b937ad8b9325f8d5a236,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-7894fe3fdf2a2b7daa4bef7f,zero-fill,1,rb-7894fe3fdf2a2b7daa4bef7f,n=6,0.03,d8f09e76c1c326c515e00f4fcd13096d9677f65db52b958306e5cc5a1334b0dd,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-78ed6131382d2bb2ebc4e552,zero-fill,1,rb-78ed6131382d2bb2ebc4e552,n=6,0.03,80407ea4e221df03b395887323297a2d81b429e13c0541026fc5c3a99ed8a70d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-7b20e093386ead279234826e,zero-fill,1,rb-7b20e093386ead279234826e,n=6,0.03,a452d2765b67b93f3828e4e212575129a95eaf7c5c3693e6f23c31d5de8f8ff3,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-7b61265f007869b3fc1387cd,zero-fill,1,rb-7b61265f007869b3fc1387cd,n=10,0.10,7563212969655d2243a7468d75721d126cd1eba86a77f1428ab287149c3f8234,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-7df86fd8f779728c541b4b2f,zero-fill,1,rb-7df86fd8f779728c541b4b2f,n=10,0.03,4f398150d8917da124c3e5dfcd2957c4d645653d172fb5ebfda0dfc786786aec,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-7ef60b6d1de090e29a409de7,zero-fill,1,rb-7ef60b6d1de090e29a409de7,n=8,0.03,3906f56895207685ca0f3972f994b614abf084993ae39867f7ad6d6178582b82,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-7f7ea33dfa1108619e4e7eea,zero-fill,1,rb-7f7ea33dfa1108619e4e7eea,n=8,0.03,a95399bd507ba8021a0fae335dafb0bf5d0689dc563e697da0229ed4879db1d6,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-8046fd9e24ea5cb6ad0427a6,zero-fill,1,rb-8046fd9e24ea5cb6ad0427a6,n=10,0.03,746f695cc803d206bad9bf6a98d4df74cbedc7036459cd4712c4675fae7d7322,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-811a2d6b1d4e6ba4f09f9347,zero-fill,1,rb-811a2d6b1d4e6ba4f09f9347,n=10,0.10,137de53ee8eca018b70febdf7fcd331e979375f0489b69f8bd7442613cec0e6b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-83a7ea816bd240f2cd993874,zero-fill,1,rb-83a7ea816bd240f2cd993874,n=10,0.03,634ee39bd143dd90d39ef44bdf945f1d8df865a02fbd2ece58da520660e661af,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-8640a1dede006bf22e00f63c,zero-fill,1,rb-8640a1dede006bf22e00f63c,n=10,0.03,d85158544e71f4f7910818dde9def13141983aea39240e5192cbd2d3af39cdc8,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-8b6fd5bfbc1fae3175ab316f,zero-fill,1,rb-8b6fd5bfbc1fae3175ab316f,n=10,0.10,05a3db005c46bf41e3a5bdc2a932aaefb2f3a17ecd0ece89fcc84e8516a4ee92,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-8beeeca237df5abe7e5d2b4e,zero-fill,1,rb-8beeeca237df5abe7e5d2b4e,n=10,0.03,3d5ba8159d1b9808dafb062e7b3fdea17b09573903e03a776e7661cc0671dfd6,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-8c1b57b291089e7a1a1d8854,zero-fill,1,rb-8c1b57b291089e7a1a1d8854,n=6,0.10,9a71d04e44f32db31ac5278fe915348611081fdf4ad3a2aeb8e22b1af3cac223,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-8e8a73f70213c7198dcefe1b,zero-fill,1,rb-8e8a73f70213c7198dcefe1b,n=6,0.10,5ea869f3b93230d7f934c70ab8b31b69693ba2453cbdbf78370c502078ddf56b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-90a14e0afc933c254d5a5438,zero-fill,1,rb-90a14e0afc933c254d5a5438,n=10,0.03,de7c226e912251fe5eea8c48ab9a6d5c25462b23aea4813108a7afa217917dfa,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-918b04409c7d09442011744a,zero-fill,1,rb-918b04409c7d09442011744a,n=10,0.03,a28a0e1fd059e4d9d0e4650c8f22cd3366f0816ea1021ca279bfd5eeed7aa410,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-92a2673de1ae079f4b6c56da,zero-fill,1,rb-92a2673de1ae079f4b6c56da,n=8,0.10,1d264e4f1f1f10523e937d538238c4d496a6454e2e2eec44f2a9586f1777578a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-93219fa8b49bcdf42ddbae42,zero-fill,1,rb-93219fa8b49bcdf42ddbae42,n=8,0.03,71dec8987120e917dc39e9964eff56b991ce54c50d6818bb3d535693d67b2783,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-961279f465ac6862c5e95e8c,zero-fill,1,rb-961279f465ac6862c5e95e8c,n=8,0.03,c431e98d8dfbabbc76c3a8fb1f38bb440595c6e39a6fdd2738db66366efcfa77,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-99d5758dc45e9f46bb7c7152,zero-fill,1,rb-99d5758dc45e9f46bb7c7152,n=6,0.03,a6ef4fcf767bef178405cbcbf34351f791d048c95ded46a2732716abb64cfee1,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-9ae437aa12ac5558e0bf5909,zero-fill,1,rb-9ae437aa12ac5558e0bf5909,n=10,0.03,6ca95dc4f03329ef81c9e8c989181b1ddf5868c5fb30e70a481c52eaae895199,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-9d41f09b554b2a0a7e9afe73,zero-fill,1,rb-9d41f09b554b2a0a7e9afe73,n=8,0.10,0a5da6022537a3dcb19ddd436b8dfc12103a539c79de2f875f3c328754454331,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-9d9cf6aedc13f3c3f3985ec2,zero-fill,1,rb-9d9cf6aedc13f3c3f3985ec2,n=6,0.03,5786c9b5395861e1191b241fc33bc2621531e569e42653d52f367f66d408dee8,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-9dda24d8dae6ff01eb05b133,zero-fill,1,rb-9dda24d8dae6ff01eb05b133,n=8,0.10,2aa500240c771f289d9a4c6939d5679e0f5fa16d1b2606130f32fd7b192bd2a8,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-9fa091cc69eecd074f9a3265,zero-fill,1,rb-9fa091cc69eecd074f9a3265,n=10,0.03,79cd40baad6b8f9942af1ad72b549ffc5ae2e1058d59a37eab14e89cec82a709,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a08ee6d5800fc34f3a173642,zero-fill,1,rb-a08ee6d5800fc34f3a173642,n=6,0.03,5e7c7ae5a8f446a92f7e0f8c9a6f842bbc50eaf5122fc1e1ed5c020d0ab523c9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a292b061754b9ec399fee204,zero-fill,1,rb-a292b061754b9ec399fee204,n=10,0.10,4ea88c70ee0a4428071ef94a6b0d376c92ebc8fe1795c6ea2aa671c776ef3f28,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a3d3d46718a11e74a923eaf7,zero-fill,1,rb-a3d3d46718a11e74a923eaf7,n=6,0.03,9a52de527c8d3185c075323f6b5377e103b105316f92dda1e05259bb88d1e987,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a3d8dde0f98f0fba2c4c37f9,zero-fill,1,rb-a3d8dde0f98f0fba2c4c37f9,n=10,0.03,f8a36226513f2fb34813c960dc483d83167ef8fce1474c765cf86c4548a1295e,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a665365aad9e616e523ad50d,zero-fill,1,rb-a665365aad9e616e523ad50d,n=6,0.03,d9c27b0a6a5712b5bb2c4d31725bebe4fa7ebb0a9dc6fbb1b29f1a84d8ec576d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a699d32d613a158375760c0e,zero-fill,1,rb-a699d32d613a158375760c0e,n=8,0.10,553c598a9ef9bc427b05a8c2e9d4373bdbd087d6da02b3f5659b360a99910008,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-a79056f9b76778c7a6805ade,zero-fill,1,rb-a79056f9b76778c7a6805ade,n=6,0.03,3d0035f9196e122efedd94e6cf328935465e284a93c9bf9832b80509f31212b6,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-aa620d73b4f08378aa2ec72d,zero-fill,1,rb-aa620d73b4f08378aa2ec72d,n=8,0.10,91396aa66429cba958c5d869ac7eb4c149f78132096719233bcf19f304a8df3c,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-aab3b4b0e2f395bca14eb96c,zero-fill,1,rb-aab3b4b0e2f395bca14eb96c,n=6,0.10,026dcd202e3fe425c2b7adc7a636c12782d2faf2b232e4305f0aeb9c9b9af359,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ad58f4d1e7f793cce4deddb4,zero-fill,1,rb-ad58f4d1e7f793cce4deddb4,n=8,0.10,932199a0c833a1f65a69f4e7895399e5ebd6e4577c50afae05ad0cc18e0011da,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ad6a37ad2304f38106ce3b34,zero-fill,1,rb-ad6a37ad2304f38106ce3b34,n=10,0.10,e12888bbb35e8f53b94df7a23450eeb944f1667971100c95e4f749ee24c93054,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ae80aefc8c7f412e271e4ede,zero-fill,1,rb-ae80aefc8c7f412e271e4ede,n=8,0.10,d4d285b9aa0117dabd106fe91668e901f40a1d8e92e7aa4300e715977ecfb2ec,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-af8442befaa768babc458efa,zero-fill,1,rb-af8442befaa768babc458efa,n=8,0.03,9e92ddd833c1223e1c3aec257b3e03e5efaefb1956116f2079bed18c36ae0eee,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b28a8b00fa5d0909ab8309a3,zero-fill,1,rb-b28a8b00fa5d0909ab8309a3,n=8,0.10,27f49cee45dd5772a6e6c766a6a19d955ea2c6306670d85dd03964c1c3f399c5,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b385a9a870f34a5f88bff2f0,zero-fill,1,rb-b385a9a870f34a5f88bff2f0,n=8,0.10,4a578936f922bb619770402ff4e3857493a0d56c9177906df01fce606c4be1c8,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b42893f80eeb79e4831e318a,zero-fill,1,rb-b42893f80eeb79e4831e318a,n=8,0.10,66f5dc1102e6874ded1e9ef122f4b0a9ef3859aaa46ce6f1dbb454f3985865d3,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b44fea7174f38ae31ba766ce,zero-fill,1,rb-b44fea7174f38ae31ba766ce,n=10,0.10,57ddc3da344d41dd4265328e6b2518595f43046c3272dd4d8c13e6ec5106b5e8,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b495f9e5e167dc77115fc6af,zero-fill,1,rb-b495f9e5e167dc77115fc6af,n=8,0.03,bfbcdb5bc2508cfbe6b99de78b1b2a7c4e3488f841daf816bd01fd2ffce63d4b,0,300,local-darwin-arm64-rust-1.93.0
